plasmid	contigs
GP_Isolated_0	Contig:114:21.6199:1
GP_1,GP_unb_7,GP_unb_6,GP_unb_8,GP_unb_5,GP_unb_4,GP_0	Contig:179:136.844:1,Contig:194:207.566:1,Contig:378:65.4056:1,Contig:194:207.566:3p:1:1:1,Contig:194:207.566:3p:1:3:1,Contig:194:207.566:3p:1:4:1,Contig:80:86.2417:5p:1:3:1,Contig:117:70.706:5p:1:14:1,Contig:80:86.2417:5p:1:4:1,Contig:117:70.706:5p:1:8:1,Contig:117:70.706:5p:1:6:1,Contig:117:70.706:1,Contig:169:333.81:1,Contig:232:280.531:1,Contig:237:179.919:1,Contig:238:242.476:1,Contig:239:245.565:1,Contig:252:275.62:1,Contig:31:85.8428:1,Contig:361:97.406:1,Contig:6:71.4252:1,Contig:80:86.2417:1,Contig:117:70.706:5p:1:9:1,Contig:117:70.706:5p:1:12:1,Contig:117:70.706:5p:1:15:1
GP_Isolated_1	Contig:197:13.943:1
GP_2	Contig:1:364.66:Circ:1
GP_Isolated_2	Contig:226:15.7:1
GP_Isolated_3	Contig:22:28.2318:1
GP_unb_1	Contig:230:110.023:1
GP_Isolated_4	Contig:255:37.9722:1
GP_Isolated_5	Contig:291:232.744:1
GP_Isolated_6	Contig:298:13.8846:1
GP_Isolated_7	Contig:310:48.0275:1
GP_Isolated_8	Contig:345:31.3685:1
GP_Isolated_9	Contig:37:29.8297:1
GP_Isolated_10	Contig:62:14.608:1
GP_Isolated_11	Contig:70:14.1672:1
GP_unb_3,GP_unb_2	Contig:110:39.6157:3p:1:11:1,Contig:110:39.6157:3p:1:9:1
