plasmid	contigs	copy_number
PBF_P1,PBF_P15,PBF_P3,PBF_P10,PBF_P5,PBF_P4,PBF_P12,PBF_P19,PBF_P9,PBF_P21,PBF_P8,PBF_P6,PBF_P7	152:1,146:1,37:1,114:1,221:1,124:1,194:1,189:1,215:1,230:1,240:1,190:1,81:1,198:1,175:1,239:1,158:1,241:1,131:1,186:1,178:1,75:1,109:1,227:1,86:1,179:1,144:1,173:1,193:1,210:1,199:1,76:1,176:1,63:1,92:1,165:1,145:1,196:1,213:1,147:1,136:1,204:1,12:1,93:1,32:1,192:1,197:1	0.0
PBF_P2	100:1	1.9600526250273642
PBF_P11	97:1	0.8091097957238946
PBF_P13	96:1	0.8874184977400426
PBF_P14	13:1	0.8330507492413153
PBF_P16	142:1	0.47669432413754614
PBF_P17	148:1	0.7204628083564766
PBF_P18	105:1	0.6044709811176594
PBF_P20	126:1	0.3843494198798982
PBF_P22	108:1	0.46184256274439944
PBF_P23	123:1	0.5072134060754864
